"logFC","AveExpr","t","P.Value","adj.P.Val","B","entrez_id","Gene.symbol","ensembl_id","Gene.title","gene_biotype","biotype_class"
3.35760512046895,7.61993976192395,11.468923750027,1.11797149170082e-15,2.06761840068244e-12,25.4906889653309,5341,"PLEK","ENSG00000115956","pleckstrin [Source:HGNC Symbol;Acc:HGNC:9070]","protein_coding","protein_coding"
11.4550350451422,1.09392297928152,11.2781815571946,2.06585935146402e-15,3.59593200406893e-12,21.5775057444378,5730,"PTGDS","ENSG00000107317","prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]","protein_coding","protein_coding"
-1.94447440164798,9.6494391261877,-11.1864114430039,2.78048823557128e-15,4.57096818771053e-12,24.3806727989808,330,"BIRC3","ENSG00000023445","baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]","protein_coding","protein_coding"
8.62498911325112,4.19044880387278,11.138834865133,3.24483636045838e-15,5.05357646012232e-12,22.8432459321588,57823,"SLAMF7","ENSG00000026751","SLAM family member 7 [Source:HGNC Symbol;Acc:HGNC:21394]","protein_coding","protein_coding"
4.2128957297674,6.28336180436637,10.9658333246699,5.70343291378566e-15,8.43851416759157e-12,23.833239276112,9711,"RUBCN","ENSG00000145016","RUN and cysteine rich domain containing beclin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:28991]","protein_coding","protein_coding"
4.2128957297674,6.28336180436637,10.9658333246699,5.70343291378566e-15,8.43851416759157e-12,23.833239276112,100126321,"RUBCN","ENSG00000145016","RUN and cysteine rich domain containing beclin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:28991]",NA,NA
6.73005518443706,4.80904425726234,10.8785394036387,7.59198076978543e-15,1.06978239504153e-11,22.8800363988095,55959,"SULF2","ENSG00000196562","sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]","protein_coding","protein_coding"
6.57005048403064,4.93726704223334,10.8552364304867,8.19569119764808e-15,1.10235771922547e-11,22.8655059591007,4069,"LYZ","ENSG00000090382","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]","protein_coding","protein_coding"
2.74037903326025,6.47443220065212,10.8277459040521,8.9706871335188e-15,1.1541374042085e-11,23.3974162811588,3122,"HLA-DRA","ENSG00000227993","major histocompatibility complex, class II, DR alpha [Source:HGNC Symbol;Acc:HGNC:4947]","protein_coding","protein_coding"
4.13866779698546,6.37850490927631,10.6631977726374,1.54369575102354e-14,1.90331254035573e-11,22.8704227658138,80223,"RAB11FIP1","ENSG00000156675","RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]","protein_coding","protein_coding"
10.847085139645,0.785128907831356,10.5950698336674,1.93460571280257e-14,2.28987670590163e-11,19.8181923413702,366,"AQP9","ENSG00000103569","aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]","protein_coding","protein_coding"
3.62060447721653,6.8158234494247,10.5613335867765,2.16385797180408e-14,2.41401319779116e-11,22.5707447888548,1026,"CDKN1A","ENSG00000124762","cyclin dependent kinase inhibitor 1A [Source:HGNC Symbol;Acc:HGNC:1784]","protein_coding","protein_coding"
9.35458791765867,3.36626657291062,10.5559860114236,2.20264121997774e-14,2.41401319779116e-11,20.5628818738827,1536,"CYBB","ENSG00000165168","cytochrome b-245 beta chain [Source:HGNC Symbol;Acc:HGNC:2578]","protein_coding","protein_coding"
10.4590575210236,2.15631720260218,10.5044602276047,2.61432234558042e-14,2.76287187600251e-11,19.8142520773026,8728,"ADAM19","ENSG00000135074","ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]","protein_coding","protein_coding"
-2.3385590098548,8.4834900292228,-10.4485383350788,3.14980800942314e-14,3.21399892437379e-11,22.1072897835358,50515,"CHST11","ENSG00000171310","carbohydrate sulfotransferase 11 [Source:HGNC Symbol;Acc:HGNC:17422]","protein_coding","protein_coding"
-3.29256584798773,6.84437810001953,-10.3177239938954,4.87792684491052e-14,4.53668458634389e-11,21.7772070323371,57584,"ARHGAP21","ENSG00000107863","Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]","protein_coding","protein_coding"
-2.47927667010239,8.34459579983136,-10.3160108235613,4.90601557105216e-14,4.53668458634389e-11,21.6820095689474,135112,"NCOA7","ENSG00000111912","nuclear receptor coactivator 7 [Source:HGNC Symbol;Acc:HGNC:21081]","protein_coding","protein_coding"
10.4623702652038,1.19131759107041,10.3164669245917,4.89852151833386e-14,4.53668458634389e-11,19.1654010120382,113451,"AZIN2","ENSG00000142920","antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]","protein_coding","protein_coding"
6.96514817504319,4.38235047766493,10.2592597053112,5.93500908086072e-14,5.32190465793181e-11,20.7530878710973,23533,"PIK3R5","ENSG00000141506","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]","protein_coding","protein_coding"
-2.56561377422155,8.24754249270368,-10.2437404012906,6.25264978525624e-14,5.44182822927993e-11,21.4515759409039,2114,"ETS2","ENSG00000157557","ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]","protein_coding","protein_coding"
4.29954333356573,5.98567061743775,10.2049467540434,7.12392373450888e-14,6.02297220651007e-11,21.3456524806587,1808,"DPYSL2","ENSG00000092964","dihydropyrimidinase like 2 [Source:HGNC Symbol;Acc:HGNC:3014]","protein_coding","protein_coding"
10.4586967170702,0.588006551373249,10.1652066355458,8.14400515946933e-14,6.51322315334748e-11,18.669335720732,4610,"MYCL","ENSG00000116990","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog [Source:HGNC Symbol;Acc:HGNC:7555]","protein_coding","protein_coding"
3.98658862688578,6.30817701345283,10.1700712383755,8.01160050857154e-14,6.51322315334748e-11,21.2598719635955,9537,"TP53I11","ENSG00000175274","tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]","protein_coding","protein_coding"
4.77999533641349,5.52795006374427,10.0805663394317,1.08366509133511e-13,8.43861413623609e-11,20.8475363081084,4130,"MAP1A","ENSG00000166963","microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]","protein_coding","protein_coding"
3.82187775452126,6.15480369607902,9.96601605158243,1.59726912812854e-13,1.21191771206286e-10,20.5958542206549,3631,"INPP4A","ENSG00000040933","inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074]","protein_coding","protein_coding"
9.65344517547008,2.21599654958116,9.95207096838824,1.6746905384559e-13,1.23889419308621e-10,18.4499443903844,3002,"GZMB","ENSG00000100453","granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]","protein_coding","protein_coding"
10.146858724374,0.433479585683269,9.82083534935778,2.61740349928509e-13,1.88906309627671e-10,17.7303290190489,6768,"ST14","ENSG00000149418","suppression of tumorigenicity 14 [Source:HGNC Symbol;Acc:HGNC:11344]","protein_coding","protein_coding"
-2.78832210994686,7.35631215936182,-9.7822398138437,2.98586662611155e-13,2.10368522222064e-10,19.9713223075004,8204,"NRIP1","ENSG00000180530","nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]","protein_coding","protein_coding"
6.50462722599244,4.6363717957608,9.76837981329752,3.13061329046626e-13,2.15437157856249e-10,19.4099545024927,NA,"IGKV3-11","ENSG00000241351","immunoglobulin kappa variable 3-11 [Source:HGNC Symbol;Acc:HGNC:5815]","IG_V_gene","protein_coding"
8.03376927553607,3.40446543704323,9.72495279490547,3.63168237955217e-13,2.44238893848473e-10,18.5087833489232,5176,"SERPINF1","ENSG00000132386","serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]","protein_coding","protein_coding"
4.13785966178533,5.79581181247217,9.71158536001229,3.80166597440684e-13,2.49989106330384e-10,19.7179785052972,27071,"DAPP1","ENSG00000070190","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]","protein_coding","protein_coding"
10.0053448532568,0.362432815628641,9.69191858818942,4.06647246258115e-13,2.61589101391824e-10,17.3709274612788,163702,"IFNLR1","ENSG00000185436","interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]","protein_coding","protein_coding"
-3.34100166921888,6.63144051994786,-9.66589030142095,4.44580356580367e-13,2.79905900671694e-10,19.6089470473248,10276,"NET1","ENSG00000173848","neuroepithelial cell transforming 1 [Source:HGNC Symbol;Acc:HGNC:14592]","protein_coding","protein_coding"
4.98448926723997,5.14543684888781,9.65209888328083,4.66108019846523e-13,2.87229550616843e-10,19.3785441067259,3512,"JCHAIN","ENSG00000132465","joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713]","protein_coding","protein_coding"
2.98895047162079,7.17518966694232,9.64620514792791,4.75625966686673e-13,2.87229550616843e-10,19.5301189137602,3123,"HLA-DRB1","ENSG00000206240","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]","protein_coding","protein_coding"
2.98895047162079,7.17518966694232,9.64620514792791,4.75625966686673e-13,2.87229550616843e-10,19.5301189137602,105369230,"HLA-DRB1","ENSG00000206240","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",NA,NA
3.27074659893606,6.73388405156921,9.63925913586565,4.87095508488271e-13,2.88272863833528e-10,19.5193983186533,55824,"PAG1","ENSG00000076641","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","protein_coding","protein_coding"
8.21501383616592,3.26355847749189,9.63338949347868,4.97005148281305e-13,2.88370183192002e-10,18.1266333620581,920,"CD4","ENSG00000010610","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]","protein_coding","protein_coding"
2.76637583053208,7.60082925439082,9.60439933115755,5.49016885492695e-13,3.12422281896429e-10,19.3618828462216,9873,"FCHSD2","ENSG00000137478","FCH and double SH3 domains 2 [Source:HGNC Symbol;Acc:HGNC:29114]","protein_coding","protein_coding"
8.05968789407389,3.33140623773582,9.51325179931109,7.51194713669498e-13,4.1940759947536e-10,17.8325108685014,3557,"IL1RN","ENSG00000136689","interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]","protein_coding","protein_coding"
3.6709769342749,6.07996870215331,9.49248594387845,8.06920328591379e-13,4.42177397099028e-10,19.0191189034215,351,"APP","ENSG00000142192","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]","protein_coding","protein_coding"
6.17060248592831,4.50586086380857,9.43156999523529,9.95669908008897e-13,5.35688513598023e-10,18.3397953120756,3482,"IGF2R","ENSG00000197081","insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]","protein_coding","protein_coding"
2.88044389379494,7.2478682199354,9.38579894754938,1.16632590536064e-12,6.16299104741551e-10,18.6408132684394,3123,"HLA-DRB1","ENSG00000206306","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]","protein_coding","protein_coding"
2.88044389379494,7.2478682199354,9.38579894754938,1.16632590536064e-12,6.16299104741551e-10,18.6408132684394,105369230,"HLA-DRB1","ENSG00000206306","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]",NA,NA
9.4066976532914,1.23787968514931,9.32075756028216,1.46089202101004e-12,7.58407996380844e-10,16.4718728730603,23220,"DTX4","ENSG00000110042","deltex 4, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:29151]","protein_coding","protein_coding"
9.36379015349618,0.838624302718563,9.2505135280004,1.86405212367894e-12,9.51020110203163e-10,16.2509958154841,497189,"TIFAB","ENSG00000255833","TIFA inhibitor [Source:HGNC Symbol;Acc:HGNC:34024]","protein_coding","protein_coding"
9.15958101089727,1.52764656983568,9.239367960143,1.93763640748186e-12,9.71806761589757e-10,16.3228093591546,NA,"IGHG2","ENSG00000274497","immunoglobulin heavy constant gamma 2 (G2m marker) [Source:HGNC Symbol;Acc:HGNC:5526]","IG_C_gene","protein_coding"
8.77236177185044,1.22071546113874,9.10444808013744,3.09924187740513e-12,1.50343715400484e-09,16.0805784941582,29760,"BLNK","ENSG00000095585","B-cell linker [Source:HGNC Symbol;Acc:HGNC:14211]","protein_coding","protein_coding"
9.46173208767823,0.19700598072974,9.10848320153731,3.05592785382894e-12,1.50343715400484e-09,15.7261510412109,11006,"LILRB4","ENSG00000275730","leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]","protein_coding","protein_coding"
6.20318676110138,4.06462224917404,9.09862175896319,3.16287775856467e-12,1.50955993151108e-09,17.1659394174485,152137,"CCDC50","ENSG00000152492","coiled-coil domain containing 50 [Source:HGNC Symbol;Acc:HGNC:18111]","protein_coding","protein_coding"
-3.19635622914247,7.51965549113708,-9.08593259923517,3.30606791224158e-12,1.55285485065303e-09,17.5870075020753,2624,"GATA2","ENSG00000179348","GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]","protein_coding","protein_coding"
8.59307812564402,2.2864732912495,9.06470756824304,3.56034666784118e-12,1.64615966012638e-09,16.0810700337504,3852,"KRT5","ENSG00000186081","keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]","protein_coding","protein_coding"
7.76953995220878,3.37419888888019,9.04601453716801,3.80058237360557e-12,1.70398534874792e-09,16.500472548131,NA,"IGHA1","ENSG00000211895","immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]","IG_C_gene","protein_coding"
7.76953995220878,3.37419888888019,9.04601453716801,3.80058237360557e-12,1.70398534874792e-09,16.500472548131,NA,"IGHA1","ENSG00000282633","immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]","IG_C_gene","protein_coding"
9.1082663357957,1.29628836067036,8.96426370050432,5.05877841907297e-12,2.23424346565356e-09,15.4812770550157,7045,"TGFBI","ENSG00000120708","transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]","protein_coding","protein_coding"
6.9942135379087,3.5083068774106,8.92419071755105,5.82141309366511e-12,2.53325639492124e-09,16.2701308348284,7056,"THBD","ENSG00000178726","thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]","protein_coding","protein_coding"
4.36226351513019,5.05449838959922,8.80949378103198,8.7085084352182e-12,3.73468801603684e-09,16.6243051431858,NA,"WDFY4","ENSG00000128815","WDFY family member 4 [Source:HGNC Symbol;Acc:HGNC:29323]","protein_coding","protein_coding"
7.26088252077343,3.00981661504638,8.74885120269418,1.07805866702896e-11,4.55726200229342e-09,15.5604597494573,51284,"TLR7","ENSG00000196664","toll like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]","protein_coding","protein_coding"
8.87334888611023,0.651798628034439,8.7375632517733,1.12179503605858e-11,4.67535731155064e-09,14.7782717875106,9783,"RIMS3","ENSG00000117016","regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292]","protein_coding","protein_coding"
8.97940063054783,0.383048205842686,8.71711811324452,1.20561451163382e-11,4.95490819635503e-09,14.6554416330475,NA,"","ENSG00000261269","","sense_overlapping","long_noncoding"
8.95528927797435,0.366697558514071,8.68906862775391,1.33097557221676e-11,5.39519152842003e-09,14.5733339175308,91584,"PLXNA4","ENSG00000221866","plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]","protein_coding","protein_coding"
5.48607173223961,4.68781775298115,8.67946958782563,1.37682712358575e-11,5.50563397486836e-09,16.0093892381772,11240,"PADI2","ENSG00000117115","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]","protein_coding","protein_coding"
6.87857910514451,3.24605495739933,8.66445988914998,1.45173417554382e-11,5.72776879846895e-09,15.4291847352421,55512,"SMPD3","ENSG00000103056","sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]","protein_coding","protein_coding"
7.80022734614872,1.93126838612835,8.62793906827095,1.65159915671758e-11,6.4305882429513e-09,14.9182294494822,6404,"SELPLG","ENSG00000110876","selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]","protein_coding","protein_coding"
-2.84641314463614,6.88038137940475,-8.61888740982534,1.70528311770012e-11,6.55338087478758e-09,16.0123943405085,81558,"FAM117A","ENSG00000121104","family with sequence similarity 117 member A [Source:HGNC Symbol;Acc:HGNC:24179]","protein_coding","protein_coding"
7.49810876340867,2.70246860445805,8.57153509744903,2.01613791972184e-11,7.64865861313961e-09,14.8780703325547,1776,"DNASE1L3","ENSG00000163687","deoxyribonuclease I like 3 [Source:HGNC Symbol;Acc:HGNC:2959]","protein_coding","protein_coding"
6.42651792927603,3.55333876141796,8.55489990638051,2.13839854957043e-11,8.00979132662513e-09,15.2518626281891,10437,"IFI30","ENSG00000216490","IFI30, lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]","protein_coding","protein_coding"
1.93311583437196,8.84180053787791,8.5431509307809,2.22922108449688e-11,8.2456101389184e-09,15.5271635906114,3553,"IL1B","ENSG00000125538","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]","protein_coding","protein_coding"
5.25505830613312,4.24608535605061,8.53180113906124,2.320645184193e-11,8.47780390684632e-09,15.4944287335781,79805,"VASH2","ENSG00000143494","vasohibin 2 [Source:HGNC Symbol;Acc:HGNC:25723]","protein_coding","protein_coding"
-2.7430763545621,6.89491770103833,-8.52047137695379,2.41567382952573e-11,8.7173419865239e-09,15.6613575900999,115361,"GBP4","ENSG00000162654","guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480]","protein_coding","protein_coding"
8.76942118187103,0.280946433623511,8.49369431287358,2.656137283894e-11,9.46960944189244e-09,14.0024686233911,5155,"PDGFB","ENSG00000100311","platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]","protein_coding","protein_coding"
7.98935255194689,1.52852243569888,8.47995603245264,2.78872111400421e-11,9.82393410529745e-09,14.3360492973557,100423062,"IGLL5","ENSG00000254709","immunoglobulin lambda like polypeptide 5 [Source:HGNC Symbol;Acc:HGNC:38476]","protein_coding","protein_coding"
4.3799878992542,4.854795020634,8.46843719330655,2.9050082638858e-11,1.01131881807817e-08,15.4490514877275,80045,"GPR157","ENSG00000180758","G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]","protein_coding","protein_coding"
3.5733776980213,5.68947166304388,8.44786548034772,3.12496785378255e-11,1.07524329954976e-08,15.4544934728031,3113,"HLA-DPA1","ENSG00000224103","major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]","protein_coding","protein_coding"
-2.23685892513137,7.63129517200925,-8.4219891234551,3.42561812511042e-11,1.1651432866683e-08,15.2413778274882,6515,"SLC2A3","ENSG00000059804","solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]","protein_coding","protein_coding"
2.11325501161668,7.89908175129877,8.41046206430144,3.56876356923049e-11,1.20003730428522e-08,15.1721793553159,3572,"IL6ST","ENSG00000134352","interleukin 6 signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]","protein_coding","protein_coding"
-1.72143455657897,9.16221992551148,-8.40593876589139,3.62656606190045e-11,1.20577209368198e-08,14.9632158420337,4478,"MSN","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]","protein_coding","protein_coding"
7.98635052353027,1.91036993492665,8.38911171401909,3.8499931815271e-11,1.26583498038409e-08,14.0159938663453,192683,"SCAMP5","ENSG00000198794","secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:30386]","protein_coding","protein_coding"
7.82889845294547,2.233316758638,8.3798139723514,3.97933720974828e-11,1.29398425685342e-08,14.1640006490266,80183,"KIAA0226L","ENSG00000102445","KIAA0226-like [Source:HGNC Symbol;Acc:HGNC:20420]","protein_coding","protein_coding"
-3.16627369481113,7.14693434011808,-8.34276737939042,4.53963298088638e-11,1.4601334732327e-08,15.0279657838584,9173,"IL1RL1","ENSG00000115602","interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]","protein_coding","protein_coding"
8.54877777399831,1.47672655969553,8.3066853981467,5.16162212997391e-11,1.64233935965654e-08,13.7106753154503,54106,"TLR9","ENSG00000239732","toll like receptor 9 [Source:HGNC Symbol;Acc:HGNC:15633]","protein_coding","protein_coding"
8.70629509356415,-0.285263052286624,8.26544552303733,5.97828797644919e-11,1.88195233522455e-08,13.2601126283987,1240,"CMKLR1","ENSG00000174600","chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]","protein_coding","protein_coding"
8.1319795973469,1.14455655700351,8.24874399711882,6.34493340734829e-11,1.97634657322993e-08,13.4831908058063,NA,"IGHA2","ENSG00000276173","immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479]","IG_C_gene","protein_coding"
-8.63459748319394,-0.0922612122317161,-8.24549920469362,6.41874825043419e-11,1.9785122862354e-08,13.2215322281921,5645,"PRSS2","ENSG00000275896","protease, serine 2 [Source:HGNC Symbol;Acc:HGNC:9483]","protein_coding","protein_coding"
5.9345068352202,3.57636334766027,8.23613594705252,6.63662924065985e-11,2.02458243155016e-08,14.2829255584294,6367,"CCL22","ENSG00000102962","C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]","protein_coding","protein_coding"
3.68078466655574,5.39095065903642,8.21183532193038,7.23745148643476e-11,2.1853410911744e-08,14.6330313956008,5818,"NECTIN1","ENSG00000110400","nectin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:9706]","protein_coding","protein_coding"
8.06512383207205,1.62972570668464,8.2039200403887,7.44473725390057e-11,2.22522444525426e-08,13.3561885590548,5251,"PHEX","ENSG00000102174","phosphate regulating endopeptidase homolog, X-linked [Source:HGNC Symbol;Acc:HGNC:8918]","protein_coding","protein_coding"
-2.84281467299991,6.6665547908644,-8.15410059469165,8.89372594475322e-11,2.63174244431193e-08,14.3947149812342,134957,"STXBP5","ENSG00000164506","syntaxin binding protein 5 [Source:HGNC Symbol;Acc:HGNC:19665]","protein_coding","protein_coding"
3.09120546960253,3.89836885318304,8.11769053269296,1.01292809432594e-10,2.96767873655435e-08,14.3076435102018,3119,"HLA-DQB1","ENSG00000179344","major histocompatibility complex, class II, DQ beta 1 [Source:HGNC Symbol;Acc:HGNC:4944]","protein_coding","protein_coding"
6.19406614718827,3.37224464139586,8.11399539026733,1.02639463236124e-10,2.97765133001974e-08,13.8028121749866,968,"CD68","ENSG00000129226","CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]","protein_coding","protein_coding"
3.69702683307633,5.23652863792593,8.07341685160002,1.18666781509142e-10,3.40919294333691e-08,14.1519016362214,84102,"SLC41A2","ENSG00000136052","solute carrier family 41 member 2 [Source:HGNC Symbol;Acc:HGNC:31045]","protein_coding","protein_coding"
3.64151954402894,5.208136683082,8.06815392520209,1.20922080823139e-10,3.440582013113e-08,14.1361089310641,1184,"CLCN5","ENSG00000171365","chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023]","protein_coding","protein_coding"
6.29983153901713,3.57727621874523,8.06544002188831,1.22101847285139e-10,3.44106263144244e-08,13.6668050433939,57623,"ZFAT","ENSG00000066827","zinc finger and AT-hook domain containing [Source:HGNC Symbol;Acc:HGNC:19899]","protein_coding","protein_coding"
-4.49236430491676,4.29007111586652,-8.01537955813927,1.46063039030205e-10,4.07750130938e-08,13.8626939230608,51162,"EGFL7","ENSG00000172889","EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]","protein_coding","protein_coding"
-2.81327168515066,6.4387492733159,-8.00666483543342,1.50693527117269e-10,4.16745061768888e-08,13.8896158809807,969,"CD69","ENSG00000110848","CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]","protein_coding","protein_coding"
2.57390482338368,6.76216733680532,7.99646880696413,1.56298755908686e-10,4.2824411908277e-08,13.8355772506701,7048,"TGFBR2","ENSG00000163513","transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773]","protein_coding","protein_coding"
-3.51001032864775,6.46094988107067,-7.99210384395454,1.58761995093608e-10,4.31002403377518e-08,13.8485225152075,10395,"DLC1","ENSG00000164741","DLC1 Rho GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:2897]","protein_coding","protein_coding"
